title,link,image,lprice,hprice,mallName,productId,productType,brand,maker,category1,category2,category3,category4
롯데나뚜루 <b>딸기</b> 파인트,https://search.shopping.naver.com/catalog/50421343373,https://shopping-phinf.pstatic.net/main_5042134/50421343373.20240921151756.jpg,15900,,네이버,50421343373,1,,,식품,과자/베이커리,아이스크림/빙수,아이스크림
빙그레 따옴바 납작복숭아 / <b>딸기</b> / 패션프루트 / 수박 / 파인애플 30개 바 아이스크림,https://smartstore.naver.com/main/products/6960600853,https://shopping-phinf.pstatic.net/main_8450510/84505101175.3.jpg,23900,,빙그레 공식 온라인 대리점,84505101175,2,따옴,빙그레,식품,과자/베이커리,아이스크림/빙수,아이스크림
서주 대용량 막대 바 아이스캔디 바닐라 초코 메론 <b>딸기</b> 30개 SET,https://smartstore.naver.com/main/products/458250392,https://shopping-phinf.pstatic.net/main_1015777/10157779764.2.jpg,15900,,쿨아이스크림,10157779764,2,서주,,식품,과자/베이커리,아이스크림/빙수,아이스크림
펀펀 <b>딸기</b>퐁당<b>빙수</b> 12개입 통아이스크림 <b>딸기</b>아이스 <b>빙수</b>아이스크림,https://smartstore.naver.com/main/products/12990993168,https://shopping-phinf.pstatic.net/main_9053550/90535504260.jpg,31360,,파니펀,90535504260,2,,,식품,과자/베이커리,아이스크림/빙수,아이스크림
팽이팽이 6개/팽이팽이 <b>딸기</b>초코 6개,https://smartstore.naver.com/main/products/4594256562,https://shopping-phinf.pstatic.net/main_8213877/82138776751.jpg,32000,,아이스크림할인점,82138776751,2,해태제과,해태제과,식품,과자/베이커리,아이스크림/빙수,아이스크림
화과방 딸기시럽 500g / 팥빙수재료 빙수 빙수토핑 <b>딸기빙수</b> 대두식품,https://www.skstoa.com/display/goods/32879056?mediaCode=EP05&utm_source=naver&utm_medium=affiliate&utm_campaign=shopping,https://shopping-phinf.pstatic.net/main_5409212/54092122013.jpg,5130,,SK스토아,54092122013,2,화과방,대두식품,식품,과자/베이커리,아이스크림/빙수,아이스크림
요맘때 <b>딸기</b>바 40개/요맘때 플레인바 40개/요맘때 복숭아바 40개,https://smartstore.naver.com/main/products/291038671,https://shopping-phinf.pstatic.net/main_8449306/8449306593.7.jpg,20100,,아이스크림365,8449306593,2,빙그레,빙그레,식품,과자/베이커리,아이스크림/빙수,아이스크림
라벨리 딜리셔스 <b>딸기</b>맛 9리터 9L 업소용 식당 카페 까페 대용량,https://smartstore.naver.com/main/products/4916239557,https://shopping-phinf.pstatic.net/main_8246076/82460763279.3.jpg,23000,,아이스크림숲,82460763279,2,,,식품,과자/베이커리,아이스크림/빙수,아이스크림
롯데웰푸드 구구크러스터 스트로베리 크림치즈 660ml x 2개,https://smartstore.naver.com/main/products/12937322240,https://shopping-phinf.pstatic.net/main_9048183/90481833250.jpg,14200,,롯데웰푸드몰,90481833250,2,롯데웰푸드,롯데웰푸드,식품,과자/베이커리,아이스크림/빙수,아이스크림
스마일)<b>딸기</b>메롱바67ML,https://shopping.naver.com/outlink/itemdetail/12620065006,https://shopping-phinf.pstatic.net/main_9016457/90164575862.jpg,1500,,GS25,90164575862,2,,,식품,과자/베이커리,아이스크림/빙수,아이스크림
